,train_loss,dev_loss
0.0,3446.232177734375,37.06202697753906
0.0009478672985781991,4294.7646484375,
0.0018957345971563982,3038.83154296875,
0.002843601895734597,2777.054443359375,
0.0037914691943127963,2278.501953125,
0.004739336492890996,1986.626953125,
0.005687203791469194,1748.806640625,
0.006635071090047393,1521.87060546875,
0.007582938388625593,1322.1424560546875,
0.008530805687203791,1107.58837890625,
0.009478672985781991,1030.2347412109375,
0.01042654028436019,881.4647827148438,
0.011374407582938388,772.5764770507812,
0.012322274881516588,689.032958984375,
0.013270142180094787,648.8173217773438,
0.014218009478672985,556.0720825195312,
0.015165876777251185,528.3688354492188,
0.016113744075829384,472.7996520996094,
0.017061611374407582,447.8367004394531,
0.01800947867298578,429.871826171875,
0.018957345971563982,375.2969970703125,
0.01990521327014218,362.6214294433594,
0.02085308056872038,331.0638732910156,
0.021800947867298578,318.4778137207031,
0.022748815165876776,284.4183044433594,
0.023696682464454975,269.2823486328125,
0.024644549763033177,270.5378723144531,
0.025592417061611375,251.383544921875,
0.026540284360189573,242.24581909179688,
0.027488151658767772,225.57046508789062,
0.02843601895734597,213.5901336669922,
0.029383886255924172,216.04896545410156,
0.03033175355450237,205.96224975585938,
0.031279620853080566,200.43521118164062,
0.03222748815165877,193.7062225341797,
0.03317535545023697,187.2225799560547,
0.034123222748815164,187.224853515625,
0.035071090047393366,162.17356872558594,
0.03601895734597156,175.47584533691406,
0.03696682464454976,159.15016174316406,
0.037914691943127965,166.24815368652344,
0.03886255924170616,154.1753692626953,
0.03981042654028436,152.1087646484375,
0.04075829383886256,131.3759307861328,
0.04170616113744076,160.81883239746094,
0.04265402843601896,150.78221130371094,
0.043601895734597156,144.8672637939453,
0.04454976303317536,136.5449981689453,
0.04549763033175355,122.44896697998047,
0.046445497630331754,132.86947631835938,
0.04739336492890995,123.0880355834961,
0.04834123222748815,125.66739654541016,
0.04928909952606635,150.51194763183594,
0.05023696682464455,117.15148162841797,
0.05118483412322275,122.64234161376953,
0.052132701421800945,118.55067443847656,
0.05308056872037915,117.65870666503906,
0.05402843601895735,127.18990325927734,
0.054976303317535544,137.9604034423828,
0.055924170616113746,149.61642456054688,
0.05687203791469194,106.27796173095703,
0.05781990521327014,121.57249450683594,
0.058767772511848344,131.2991943359375,
0.05971563981042654,116.29698944091797,
0.06066350710900474,116.1144790649414,
0.061611374407582936,141.6113739013672,
0.06255924170616113,93.64704895019531,
0.06350710900473934,113.47757720947266,
0.06445497630331753,119.14285278320312,
0.06540284360189573,103.39045715332031,
0.06635071090047394,113.3587417602539,
0.06729857819905213,104.09669494628906,
0.06824644549763033,89.61656188964844,
0.06919431279620854,104.48663330078125,
0.07014218009478673,111.3299560546875,
0.07109004739336493,102.20769500732422,
0.07203791469194312,87.05097198486328,
0.07298578199052133,110.40432739257812,
0.07393364928909953,98.38286590576172,
0.07488151658767772,82.59551239013672,
0.07582938388625593,127.4908218383789,
0.07677725118483412,104.02383422851562,
0.07772511848341232,101.47344207763672,
0.07867298578199051,106.18389892578125,
0.07962085308056872,89.57621002197266,
0.08056872037914692,108.63946533203125,
0.08151658767772511,96.39632415771484,
0.08246445497630332,129.784423828125,
0.08341232227488152,108.48304748535156,
0.08436018957345971,106.07703399658203,
0.08530805687203792,93.98802947998047,
0.08625592417061612,80.8419418334961,
0.08720379146919431,86.70472717285156,
